86,90,75,170
134,90,125,171
70,232,57,314
122,228,112,316
184,106,180,185
177,236,173,313
184,117,303,116
303,106,308,191
313,234,317,316
334,111,340,156
349,227,353,290
404,90,416,168
429,226,443,316
214,328,277,329
39,238,25,318
47,184,58,120
431,116,443,179
453,234,471,318
