1,116,478,26
76,154,221,128
80,287,76,156
227,278,81,289
222,128,228,276
232,131,233,279
293,123,233,132
295,280,234,282
293,123,295,279
313,113,316,274
425,98,315,112
426,271,316,275
426,97,427,270
1,1,479,1
1,1,1,359
479,1,479,359
1,359,479,359
